workload,function,version,elapsed time,perf_thread_page_fault,perf_thread_cache_misses,perf_thread_instructions
600,display,3,93589,0,418,3457
600,display,3,88102,0,401,3461
600,display,3,104434,0,444,3457
600,display,3,91765,0,381,3461
600,display,3,102954,0,401,3459
600,display,3,95852,0,398,3461
600,display,3,77062,0,497,3458
600,display,3,103391,0,403,3461
600,display,3,73622,0,427,3460
600,display,3,105523,0,414,3461
600,display,3,99692,0,426,3457
600,display,3,94086,0,425,3452
600,display,3,94125,0,402,3461
600,display,3,119505,0,465,3457
600,display,3,94198,0,402,3461
600,display,3,90162,0,442,3457
600,display,3,97643,0,409,3459
600,display,3,107400,0,430,3457
600,display,3,86472,0,526,3452
600,display,3,111807,0,528,3608
600,display,3,132142,0,523,3613
600,display,3,89212,0,383,3457
600,display,3,72036,0,494,3456
600,display,3,93109,0,425,3455
600,display,3,95385,0,384,3454
600,display,3,105674,0,442,3457
600,display,3,90770,0,413,3455
600,display,3,90664,0,421,3461
600,display,3,89931,0,418,3457
600,display,3,110063,0,391,3457
600,display,3,102065,0,440,3456
600,display,3,88319,0,403,3461
600,display,3,104769,0,475,3457
600,display,3,93466,0,418,3457
600,display,3,90066,0,420,3457
600,display,3,79665,0,417,3454
600,display,3,103207,0,401,3461
600,display,3,108122,0,411,3452
600,display,3,121683,0,486,3452
600,display,3,98598,0,409,3459
600,display,3,105486,0,421,3461
600,display,3,111843,0,429,3457
600,display,3,89658,0,384,3457
600,display,3,66348,0,427,3447
600,display,3,89006,0,411,3457
600,display,3,86044,0,424,3455
600,display,3,129818,0,450,3461
600,display,3,91659,0,419,3457
600,display,3,103533,0,445,3457
600,display,3,95057,0,403,3459
600,display,3,100824,0,395,3457
600,display,3,112162,0,444,3455
600,display,3,76683,0,488,3456
600,display,3,92227,0,373,3457
600,display,3,105556,0,411,3459
600,display,3,65779,0,388,3456
600,display,3,91135,0,405,3455
600,display,3,92662,0,414,3457
600,display,3,97007,0,411,3461
600,display,3,103388,0,403,3454
600,display,3,101626,0,443,3461
600,display,3,91575,0,408,3456
600,display,3,105736,0,404,3461
600,display,3,64594,0,400,3456
600,display,3,103587,0,414,3461
700,display,3,98499,0,432,3455
700,display,3,104360,0,462,3457
700,display,3,100398,0,388,3457
700,display,3,98733,0,421,3450
700,display,3,102915,0,462,3457
700,display,3,103580,0,493,3457
700,display,3,104658,0,404,3461
700,display,3,92743,0,420,3459
700,display,3,91045,0,405,3457
700,display,3,102576,0,416,3456
700,display,3,109200,0,423,3457
700,display,3,92898,0,418,3456
700,display,3,86447,0,442,3457
700,display,3,90174,0,436,3452
