[18:39:41.066013172] (+0.000002756) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066014258] (+0.000001086) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066015128] (+0.000000870) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066015858] (+0.000000730) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066016496] (+0.000000638) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066017131] (+0.000000635) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066018364] (+0.000001233) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066026388] (+0.000008024) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066027149] (+0.000000761) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066027861] (+0.000000712) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066028857] (+0.000000996) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066029606] (+0.000000749) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066030625] (+0.000001019) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066033346] (+0.000002721) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
[18:39:41.066037696] (+0.000004350) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF81219999, ptr = 0xFFFF880394E7D480, bytes_req = 192, bytes_alloc = 192, gfp_flags = 208 }
[18:39:41.066039160] (+0.000001464) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8126A9CD, ptr = 0xFFFF8805023F1D40, bytes_req = 616, bytes_alloc = 624, gfp_flags = 208 }
[18:39:41.066042987] (+0.000003827) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF81219999, ptr = 0xFFFF880394E7D900, bytes_req = 192, bytes_alloc = 192, gfp_flags = 208 }
[18:39:41.066043688] (+0.000000701) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8126A9CD, ptr = 0xFFFF8805023F1AD0, bytes_req = 616, bytes_alloc = 624, gfp_flags = 208 }
[18:39:41.066051892] (+0.000008204) frank-desktop kmem_cache_alloc: { cpu_id = 3 }, { call_site = 0xFFFFFFFF8120FF56, ptr = 0xFFFF8806E0C88000, bytes_req = 4096, bytes_alloc = 4096, gfp_flags = 208 }
