0,262938,700,Display 
0,232904,700,Display 
0,240773,700,Display 
0,470022,700,Display 
0,309954,700,Display 
0,288926,700,Display 
0,248566,700,Display 
0,330497,700,Display 
0,356205,700,Display 
0,282188,700,Display 
0,283696,700,Display 
0,295533,700,Display 
0,265945,700,Display 
0,275257,700,Display 
0,290263,700,Display 
0,328136,700,Display 
0,298270,700,Display 
0,425120,700,Display 
0,364940,700,Display 
0,346781,700,Display 
0,448760,700,Display 
0,376106,700,Display 
0,351387,700,Display 
0,372529,700,Display 
0,361996,700,Display 
0,454855,700,Display 
0,381248,700,Display 
0,369411,700,Display 
0,375230,700,Display 
0,778121,700,Display 
0,648015,700,Display 
0,365940,700,Display 
0,346960,700,Display 
0,364917,700,Display 
0,375811,700,Display 
0,362128,700,Display 
0,442098,700,Display 
0,449920,700,Display 
0,599342,700,Display 
0,360538,700,Display 
0,373314,700,Display 
0,416745,700,Display 
0,427310,700,Display 
0,318137,700,Display 
0,373848,700,Display 
0,308869,700,Display 
0,324716,700,Display 
0,203702,700,Display 
0,313498,700,Display 
0,615129,700,Display 
0,340703,700,Display 
0,285604,700,Display 
0,214849,700,Display 
0,278194,700,Display 
0,286053,700,Display 
0,299271,700,Display 
0,283694,700,Display 
0,334217,700,Display 
0,303369,700,Display 
0,416556,700,Display 
0,341486,700,Display 
0,377860,700,Display 
0,223407,700,Display 
0,476030,700,Display 
0,464093,700,Display 
0,368806,700,Display 
0,226032,700,Display 
0,623534,700,Display 
0,431740,700,Display 
0,282419,700,Display 
0,283482,700,Display 
0,267374,700,Display 
0,275871,700,Display 
0,363452,700,Display 
0,283491,700,Display 
0,276265,700,Display 
0,300396,700,Display 
0,375343,700,Display 
0,647259,700,Display 
0,218718,700,Display 
0,458189,700,Display 
0,360353,700,Display 
0,201388,700,Display 
0,404295,700,Display 
0,4153065,700,Display 
0,321384,700,Display 
0,290079,700,Display 
0,279716,700,Display 
0,289394,700,Display 
0,288792,700,Display 
0,299061,700,Display 
0,436103,700,Display 
0,294268,700,Display 
0,300864,700,Display 
0,271813,700,Display 
0,264853,700,Display 
0,272950,700,Display 
0,263391,700,Display 
0,267150,700,Display 
0,284439,700,Display 
0,261198,700,Display 
0,272261,700,Display 
0,270109,700,Display 
0,267860,700,Display 
0,428612,700,Display 
0,328377,700,Display 
0,761946,700,Display 
0,370922,700,Display 
0,351356,700,Display 
0,380742,700,Display 
0,366536,700,Display 
0,388121,700,Display 
0,354979,700,Display 
0,416569,700,Display 
0,359816,700,Display 
0,443912,700,Display 
0,396968,700,Display 
0,364139,700,Display 
0,359624,700,Display 
0,412786,700,Display 
0,377163,700,Display 
0,348485,700,Display 
0,367695,700,Display 
0,339649,700,Display 
0,347188,700,Display 
0,457062,700,Display 
0,341061,700,Display 
0,779787,700,Display 
0,765007,700,Display 
0,423887,700,Display 
0,361857,700,Display 
0,374624,700,Display 
0,357891,700,Display 
0,367818,700,Display 
0,416629,700,Display 
0,349028,700,Display 
0,367985,700,Display 
0,331196,700,Display 
0,278753,700,Display 
0,298101,700,Display 
0,291737,700,Display 
0,347209,700,Display 
0,427824,700,Display 
0,378855,700,Display 
0,775399,700,Display 
0,581148,700,Display 
0,408884,700,Display 
0,367822,700,Display 
0,303020,700,Display 
0,301916,700,Display 
0,172640,700,Display 
0,225246,700,Display 
0,303253,700,Display 
0,364980,700,Display 
0,396803,700,Display 
0,310933,700,Display 
0,280978,700,Display 
0,495948,700,Display 
0,291478,700,Display 
0,304692,700,Display 
0,407757,700,Display 
0,408201,700,Display 
0,317547,700,Display 
0,283776,700,Display 
0,330728,700,Display 
0,276031,700,Display 
0,284219,700,Display 
0,293296,700,Display 
0,371109,700,Display 
0,359713,700,Display 
0,1573311,700,Display 
0,243960,700,Display 
0,301021,700,Display 
0,214912,700,Display 
0,294562,700,Display 
0,274077,700,Display 
0,293710,700,Display 
0,269218,700,Display 
0,277018,700,Display 
0,299424,700,Display 
0,271356,700,Display 
0,285765,700,Display 
0,317064,700,Display 
0,277609,700,Display 
0,278870,700,Display 
0,280886,700,Display 
0,283708,700,Display 
0,640275,700,Display 
0,289463,700,Display 
